prodvec,modelvec,newmodv,model_year,id,firmid,market,hpwt,space,air,mpd,price,mpg,quantity,share,share_out,year,domestic,japan,european
PT6000,PT6000,PT600082,82,2199,19,12,0.339495,1.292,0,1.861497,9.212435,2.5,55.624,0.000663,0.918871,82,1,0,0
PTFIRB,PTFIRB,PTFIRB72,72,2201,19,12,0.39395,1.4328,0,1.563657,8.414508,2.1,12.021,0.000143,0.918871,82,1,0,0
PTBNNV,PTBNNV,PTBNNV80,80,2203,19,12,0.343428,1.4328,0,1.489198,8.836269,2,76.233,0.000908,0.918871,82,1,0,0
PTGRNP,PTGRNP,PTGRNP78,78,2204,19,12,0.34098,1.4746,0,1.489198,8.635233,2,83.598,0.000996,0.918871,82,1,0,0
ARSPID,ARSPID,ARSPID82,82,2422,20,12,0.451334,1.0985,0,1.638117,15.533679,2.2,2.193,0.000026,0.918871,82,0,0,1
AD5000,AD5000,AD500081,81,2424,7,12,0.495427,1.33,0,1.414738,14.580311,1.9,24.854,0.000296,0.918871,82,0,0,1
AD4000,AD4000,AD400080,80,2426,7,12,0.348563,1.1859,0,2.084877,11.259067,2.8,16.187,0.000193,0.918871,82,0,0,1
BW320i,BW320i,BW320i81,81,2428,8,12,0.404,1.1392,1,1.861497,13.772021,2.5,36.461,0.000434,0.918871,82,0,0,1
BW528e,BW528e,BW528e82,82,2429,8,12,0.408784,1.2663,1,1.638117,24.170984,2.2,10.54,0.000126,0.918871,82,0,0,1
BW633c,BW633c,BW633c81,81,2430,8,12,0.541916,1.3192,1,1.414738,38.336788,1.9,1.515,0.000018,0.918871,82,0,0,1
BW733i,BW733i,BW733i81,81,2431,8,12,0.526163,1.4058,1,1.414738,34.523316,1.9,3.876,0.000046,0.918871,82,0,0,1
DT210,DT210,DT21081,81,2432,2,12,0.341925,1.0521,0,2.233796,4.973057,3,191.628,0.002284,0.918871,82,0,1,0
DT310,DT310,DT31081,81,2433,2,12,0.335744,1.0304,0,2.382716,5.895337,3.2,44.779,0.000534,0.918871,82,0,1,0
DTSTAN,DTSTAN,DTSTAN82,82,2434,2,12,0.407407,1.1484,0,2.233796,7.25285,3,59.194,0.000705,0.918871,82,0,1,0
DT200S,DT200S,DT200S81,81,2435,2,12,0.395963,1.1859,0,1.935957,8.019689,2.6,48.559,0.000579,0.918871,82,0,1,0
DT280Z,DT280Z,DT280Z81,81,2436,2,12,0.598603,1.2194,0,1.489198,18.962694,2,57.26,0.000682,0.918871,82,0,1,0
DT810M,DT810M,DT810M82,82,2437,2,12,0.429492,1.2342,1,1.638117,11.449741,2.2,54.199,0.000646,0.918871,82,0,1,0
FTX119,FTX119,FTX11981,81,2438,17,12,0.352113,0.9734,0,1.935957,11.295337,2.6,2.359,0.000028,0.918871,82,0,0,1
FTSPID,FTSPID,FTSPID82,82,2439,17,12,0.508475,1.0432,0,1.861497,12.735751,2.5,4.824,0.000057,0.918871,82,0,0,1
HD1300,HD1300,HD130082,82,2440,3,12,0.364706,0.9387,0,2.606096,4.973057,3.5,132.469,0.001579,0.918871,82,0,1,0
HDACCO,HDACCO,HDACCO76,76,2443,3,12,0.362319,1.079,0,2.084877,8.544041,2.8,195.524,0.00233,0.918871,82,0,1,0
HDPREL,HDPREL,HDPREL79,79,2444,3,12,0.364786,1.053,0,2.084877,8.284974,2.8,37.872,0.000451,0.918871,82,0,1,0
MZGLC,MZGLC,MZGLC79,79,2445,4,12,0.351421,1.0855,0,2.531636,6.471503,3.4,54.639,0.000651,0.918871,82,0,1,0
MZ626,MZ626,MZ62680,80,2447,4,12,0.309478,1.1658,0,2.010417,7.507772,2.7,60.11,0.000716,0.918871,82,0,1,0
MB240D,MB240D,MB240D74,74,2448,9,12,0.221854,1.3561,1,2.084877,23.997927,2.8,13.48,0.000161,0.918871,82,0,0,1
MB300S,MB300S,MB300S81,81,2449,9,12,0.328767,1.4616,1,2.010417,38.165803,2.7,38.571,0.00046,0.918871,82,0,0,1
MB380S,MB380S,MB380S82,82,2451,9,12,0.425824,1.5048,1,1.265818,48.117098,1.7,3.691,0.000044,0.918871,82,0,0,1
MB380S,MB380S,MB380S82,82,2452,9,12,0.428769,1.2993,1,1.265818,43.246632,1.7,8.402,0.0001,0.918871,82,0,0,1
PG504S,PG504S,PG504S82,82,2454,14,12,0.208211,1.3065,0,2.084877,12.331606,2.8,13.212,0.000157,0.918871,82,0,0,1
PG604T,PG604T,PG604T82,82,2455,14,12,0.228571,1.351,0,2.010417,20.305699,2.7,0.832,0.00001,0.918871,82,0,0,1
PS924T,PS924T,PS924T82,82,2458,12,12,0.575486,1.1457,1,1.489198,22.279793,2,13.747,0.000164,0.918871,82,0,0,1
RNFUEG,RNFUEG,RNFUEG82,82,2460,24,12,0.344683,1.1859,0,1.787037,8.803109,2.4,9.874,0.000118,0.918871,82,0,0,1
RN18i,RN18i,RN18i81,81,2461,24,12,0.362671,1.2194,0,2.159336,7.666321,2.9,7.559,0.00009,0.918871,82,0,0,1
RNLECA,RNLECA,RNLECA80,80,2462,24,12,0.28022,0.9438,0,2.159336,5.797927,2.9,20.107,0.00024,0.918871,82,0,0,1
SA900,SA900,SA90081,81,2463,11,12,0.418251,1.2596,0,1.563657,11.088083,2.1,8.524,0.000102,0.918871,82,0,0,1
SBSTD,SBSTD,SBSTD81,81,2464,5,12,0.324706,1.105,0,2.382716,6.33057,3.2,143.426,0.001709,0.918871,82,0,1,0
TYSTRL,TYSTRL,TYSTRL81,81,2465,1,12,0.336427,0.918,0,2.755015,5.780311,3.7,19.339,0.00023,0.918871,82,0,1,0
TYCRLA,TYCRLA,TYCRLA80,80,2466,1,12,0.324675,1.0816,0,2.084877,6.360622,2.8,175.21,0.002088,0.918871,82,0,1,0
TYTERC,TYTERC,TYTERC81,81,2467,1,12,0.326316,1.0044,0,2.531636,5.179275,3.4,135.896,0.001619,0.918871,82,0,1,0
TYCELI,TYCELI,TYCELI71,71,2468,1,12,0.369657,1.1682,0,1.861497,7.418653,2.5,115.69,0.001379,0.918871,82,0,1,0
TYSUPR,TYSUPR,TYSUPR82,82,2469,1,12,0.494543,1.2328,1,1.563657,14.091192,2.1,34.046,0.000406,0.918871,82,0,1,0
TYCRSS,TYCRSS,TYCRSS80,80,2471,1,12,0.405453,1.2462,1,1.638117,12.693264,2.2,37.46,0.000446,0.918871,82,0,1,0
VWJETT,VWJETT,VWJETT81,81,2472,7,12,0.369815,1.0752,0,2.084877,8.906736,2.8,20.304,0.000242,0.918871,82,0,0,1
VWQUNT,VWQUNT,VWQUNT82,82,2473,7,12,0.345794,1.2328,0,2.084877,11.471503,2.8,12.094,0.000144,0.918871,82,0,0,1
VWSCRC,VWSCRC,VWSCRC79,79,2474,7,12,0.382825,1.0624,0,2.084877,10.518135,2.8,13.227,0.000158,0.918871,82,0,0,1
VWRABB,VWRABB,VWRABB81,81,2475,7,12,0.386423,0.9984,0,2.233796,7.072539,3,8.984,0.000107,0.918871,82,0,0,1
VVDLGL,VVDLGL,VVDLGL82,82,2477,6,12,0.441125,1.3124,0,1.787037,10.139896,2.4,50.955,0.000607,0.918871,82,0,0,1
VVGLE,VVGLE,VVGLE81,81,2478,6,12,0.420032,1.3124,0,1.712577,16.984456,2.3,2.795,0.000033,0.918871,82,0,0,1
AMSPIR,AMSPIR,AMSPIR82,82,2205,15,13,0.320285,1.2096,0,1.685415,6.019076,2.1,4.441,0.000052,0.908478,83,1,0,0
AMCONC,AMCONC,AMCONC78,78,2206,15,13,0.309917,1.332,0,1.685415,6.751004,2.1,11.513,0.000135,0.908478,83,1,0,0
AMALIN,AMALIN,AMALIN83,83,2208,15,13,0.287918,1.066,0,2.487994,5.61747,3.1,126.008,0.001477,0.908478,83,1,0,0
AMEGL-,AMEGL-,AMEGL-83,83,2209,15,13,0.263678,1.2045,0,1.926189,7.727912,2.4,31.207,0.000366,0.908478,83,1,0,0
BKSKYH,BKSKYH,BKSKYH82,82,2215,19,13,0.363022,1.0912,0,2.086704,7.194779,2.6,72.998,0.000856,0.908478,83,1,0,0
BKSKYL,BKSKYL,BKSKYL80,80,2217,19,13,0.361011,1.274,0,2.166962,7.748996,2.7,102.763,0.001205,0.908478,83,1,0,0
BKCENT,BKCENT,BKCENT82,82,2219,19,13,0.338092,1.292,0,1.926189,9.038153,2.4,150.28,0.001762,0.908478,83,1,0,0
BKREGA,BKREGA,BKREGA79,79,2221,19,13,0.35043,1.4472,0,1.685415,9.316265,2.1,75.869,0.00089,0.908478,83,1,0,0
BKLSAB,BKLSAB,BKLSAB76,76,2223,19,13,0.315367,1.7082,0,1.524899,9.431727,1.9,151.555,0.001777,0.908478,83,1,0,0
BKELCT,BKELCT,BKELCT83,83,2226,19,13,0.337473,1.6872,1,1.444641,12.636546,1.8,80.106,0.000939,0.908478,83,1,0,0
BKRIVE,BKRIVE,BKRIVE83,83,2229,19,13,0.346356,1.5111,1,1.364384,15.299197,1.7,53.346,0.000625,0.908478,83,1,0,0
CDCIMM,CDCIMM,CDCIMM82,82,2231,19,13,0.33346,1.131,1,1.845931,12.264056,2.3,19.188,0.000225,0.908478,83,1,0,0
CDSEVI,CDSEVI,CDSEVI82,82,2232,19,13,0.351197,1.4555,1,1.364384,21.526104,1.7,33.522,0.000393,0.908478,83,1,0,0
CDDEVI,CDDEVI,CDDEVI82,82,2233,19,13,0.338092,1.6796,1,1.364384,16.507028,1.7,176.003,0.002064,0.908478,83,1,0,0
CDELDR,CDELDR,CDELDR82,82,2234,19,13,0.360192,1.4555,1,1.364384,19.411647,1.7,71.624,0.00084,0.908478,83,1,0,0
CVCHEV,CVCHEV,CVCHEV79,79,2238,19,13,0.309819,1.023,0,2.407736,5.354418,3,178.759,0.002096,0.908478,83,1,0,0
CVCAVL,CVCAVL,CVCAVL82,82,2239,19,13,0.366209,1.1418,0,2.086704,6.023092,2.6,259.397,0.003041,0.908478,83,1,0,0
CVCITA,CVCITA,CVCITA80,80,2241,19,13,0.366388,1.2213,0,2.166962,6.961847,2.7,92.379,0.001083,0.908478,83,1,0,0
CVMALI,CVMALI,CVMALI80,80,2243,19,13,0.343857,1.4089,0,1.605157,8.116466,2,85.148,0.000998,0.908478,83,1,0,0
CVCLBR,CVCLBR,CVCLBR82,82,2247,19,13,0.336996,1.2852,0,1.926189,8.241968,2.4,180.627,0.002118,0.908478,83,1,0,0
CVCAMA,CVCAMA,CVCAMA75,75,2249,19,13,0.361609,1.3536,0,1.605157,8.218876,2,178.266,0.00209,0.908478,83,1,0,0
CVMNTC,CVMNTC,CVMNTC80,80,2251,19,13,0.341615,1.4472,0,1.605157,8.586345,2,105.797,0.00124,0.908478,83,1,0,0
CRLEBA,CRLEBA,CRLEBA83,83,2258,16,13,0.371395,1.242,0,2.24722,8.825301,2.8,80.309,0.000942,0.908478,83,1,0,0
CRECLA,CRECLA,CRECLA83,83,2260,16,13,0.363918,1.2972,0,2.006446,9.378514,2.5,35.283,0.000414,0.908478,83,1,0,0
CRCORD,CRCORD,CRCORD80,80,2261,16,13,0.25959,1.5403,0,1.444641,9.618474,1.8,10.291,0.000121,0.908478,83,1,0,0
CRNEWY,CRNEWY,CRNEWY83,83,2263,16,13,0.364341,1.2648,0,2.006446,10.993976,2.5,123.82,0.001452,0.908478,83,1,0,0
CRIMPE,CRIMPE,CRIMPE81,81,2266,16,13,0.348345,1.5622,1,1.284126,18.763052,1.6,1.237,0.000015,0.908478,83,1,0,0
DGCOLT,DGCOLT,DGCOLT80,80,2267,16,13,0.339523,1.0143,0,3.130056,5.569277,3.9,39.158,0.000459,0.908478,83,1,0,0
DGOMNI,DGOMNI,DGOMNI80,80,2268,16,13,0.296226,1.089,0,2.728767,5.864458,3.4,50.451,0.000592,0.908478,83,1,0,0
DGCHAR,DGCHAR,DGCHAR83,83,2269,16,13,0.432582,1.1658,0,2.327478,6.404618,2.9,45.975,0.000539,0.908478,83,1,0,0
DGARIE,DGARIE,DGARIE83,83,2270,16,13,0.415378,1.2144,0,2.327478,6.74498,2.9,119.4,0.0014,0.908478,83,1,0,0
DGCHLN,DGCHLN,DGCHLN81,81,2272,16,13,0.382117,1.188,0,1.926189,8.374498,2.4,14.024,0.000164,0.908478,83,1,0,0
DG400,DG400,DG40083,83,2273,16,13,0.378727,1.2558,0,2.24722,8.524096,2.8,28.593,0.000335,0.908478,83,1,0,0
DG600,DG600,DG60083,83,2274,16,13,0.372425,1.2834,0,2.006446,8.876506,2.5,33.882,0.000397,0.908478,83,1,0,0
DGDIPL,DGDIPL,DGDIPL80,80,2275,16,13,0.271003,1.545,0,1.524899,8.281124,1.9,22.498,0.000264,0.908478,83,1,0,0
DGMIRA,DGMIRA,DGMIRA80,80,2277,16,13,0.271903,1.533,0,1.524899,9.047189,1.9,4.417,0.000052,0.908478,83,1,0,0
FDESCO,FDESCO,FDESCO81,81,2279,18,13,0.347222,1.0824,0,2.648509,5.661647,3.3,326.333,0.003826,0.908478,83,1,0,0
FDEXP,FDEXP,FDEXP82,82,2281,18,13,0.324675,1.1286,0,2.24722,6.451807,2.8,19.574,0.000229,0.908478,83,1,0,0
FDFRMO,FDFRMO,FDFRMO78,78,2282,18,13,0.332951,1.3916,0,1.685415,6.149598,2.1,37.521,0.00044,0.908478,83,1,0,0
FDMUST,FDMUST,FDMUST74,74,2284,18,13,0.317055,1.26,0,1.765673,7.468876,2.2,116.976,0.001372,0.908478,83,1,0,0
FDLTD,FDLTD,FDLTD83,83,2287,18,13,0.303242,1.3987,0,1.685415,7.808233,2.1,285.301,0.003345,0.908478,83,1,0,0
FDTHNB,FDTHNB,FDTHNB83,83,2292,18,13,0.390117,1.4256,0,1.685415,9.233936,2.1,134.71,0.001579,0.908478,83,1,0,0
LCTWNC,LCTWNC,LCTWNC81,81,2294,18,13,0.320039,1.7301,1,1.364384,16.990964,1.7,59.626,0.000699,0.908478,83,1,0,0
LCMARK,LCMARK,LCMARK80,80,2295,18,13,0.324675,1.7064,1,1.364384,20.310241,1.7,28.257,0.000331,0.908478,83,1,0,0
LCCONT,LCCONT,LCCONT82,82,2296,18,13,0.349556,1.4948,1,1.364384,21.069277,1.7,13.691,0.000161,0.908478,83,1,0,0
MCLYNX,MCLYNX,MCLYNX81,81,2297,18,13,0.364204,1.0824,0,2.648509,5.774096,3.3,78.876,0.000925,0.908478,83,1,0,0
MCLN7,MCLN7,MCLN782,82,2299,18,13,0.337187,1.1286,0,2.24722,7.427711,2.8,4.694,0.000055,0.908478,83,1,0,0
MCZEPH,MCZEPH,MCZEPH78,78,2300,18,13,0.330798,1.3916,0,1.685415,6.571285,2.1,11.583,0.000136,0.908478,83,1,0,0
MCCAPR,MCCAPR,MCCAPR79,79,2302,18,13,0.336037,1.26,0,1.765673,7.184739,2.2,22.708,0.000266,0.908478,83,1,0,0
MCCOUG,MCCOUG,MCCOUG81,81,2305,18,13,0.298866,1.4256,0,1.685415,9.559237,2.1,87.933,0.001031,0.908478,83,1,0,0
MCMARQ,MCMARQ,MCMARQ83,83,2307,18,13,0.315789,1.3987,0,2.086704,7.924699,2.6,65.184,0.000764,0.908478,83,1,0,0
MCGRDM,MCGRDM,MCGRDM83,83,2310,18,13,0.345653,1.6264,0,1.364384,10.761044,1.7,96.659,0.001133,0.908478,83,1,0,0
ODFREN,ODFREN,ODFREN82,82,2312,19,13,0.363937,1.1505,0,2.086704,7.12249,2.6,44.753,0.000525,0.908478,83,1,0,0
ODOMEG,ODOMEG,ODOMEG80,80,2314,19,13,0.363206,1.281,0,2.166962,7.706827,2.7,49.818,0.000584,0.908478,83,1,0,0
ODCTLC,ODCTLC,ODCTLC82,82,2320,19,13,0.338983,1.323,0,1.926189,8.927711,2.4,191.72,0.002248,0.908478,83,1,0,0
ODDELT,ODDELT,ODDELT77,77,2322,19,13,0.306834,1.6863,0,1.524899,9.120482,1.9,228.77,0.002682,0.908478,83,1,0,0
OD98,OD98,OD9881,81,2325,19,13,0.32175,1.7094,1,1.444641,13.172691,1.8,119.528,0.001401,0.908478,83,1,0,0
ODTORN,ODTORN,ODTORN83,83,2327,19,13,0.376041,1.4832,1,1.364384,15.313253,1.7,41.791,0.00049,0.908478,83,1,0,0
PLCOLT,PLCOLT,PLCOLT83,83,2329,16,13,0.328037,1.0143,0,3.130056,5.569277,3.9,34.513,0.000405,0.908478,83,1,0,0
PLHORI,PLHORI,PLHORI80,80,2330,16,13,0.285057,1.089,0,2.728767,5.864458,3.4,56.763,0.000666,0.908478,83,1,0,0
PLTURI,PLTURI,PLTURI83,83,2331,16,13,0.278527,1.1658,0,2.728767,6.404618,3.4,36.497,0.000428,0.908478,83,1,0,0
PLRELI,PLRELI,PLRELI83,83,2332,16,13,0.404649,1.2144,0,2.327478,6.74498,2.9,157.247,0.001844,0.908478,83,1,0,0
PLSAPO,PLSAPO,PLSAPO78,78,2334,16,13,0.367242,1.188,0,1.926189,8.374498,2.4,11.571,0.000136,0.908478,83,1,0,0
PLGRNF,PLGRNF,PLGRNF81,81,2335,16,13,0.263775,1.545,0,1.524899,8.281124,1.9,15.101,0.000177,0.908478,83,1,0,0
PTT100,PTT100,PTT10081,81,2337,19,13,0.303313,1.023,0,2.407736,5.808233,3,34.173,0.000401,0.908478,83,1,0,0
PT2000,PT2000,PT200083,83,2338,19,13,0.348259,1.2144,0,2.487994,6.64759,3.1,88.313,0.001035,0.908478,83,1,0,0
PTPHOE,PTPHOE,PTPHOE80,80,2340,19,13,0.355591,1.288,0,2.166962,7.115462,2.7,24.362,0.000286,0.908478,83,1,0,0
PT6000,PT6000,PT600082,82,2342,19,13,0.331248,1.3041,0,2.006446,8.603414,2.5,92.513,0.001085,0.908478,83,1,0,0
PTFIRB,PTFIRB,PTFIRB72,72,2344,19,13,0.37931,1.387,0,1.605157,8.583333,2,90.777,0.001064,0.908478,83,1,0,0
PTBNNV,PTBNNV,PTBNNV80,80,2346,19,13,0.341933,1.44,0,1.685415,8.934739,2.1,84.122,0.000986,0.908478,83,1,0,0
PTGRNP,PTGRNP,PTGRNP78,78,2350,19,13,0.33732,1.4746,0,1.685415,8.732932,2.1,89.355,0.001048,0.908478,83,1,0,0
ARGTV6,ARGTV6,ARGTV681,81,2480,20,13,0.545519,1.1088,0,1.765673,18.067269,2.2,3.002,0.000035,0.908478,83,0,0,1
AD5000,AD5000,AD500083,83,2482,7,13,0.369959,1.33,1,1.524899,14.412651,1.9,29.663,0.000348,0.908478,83,0,0,1
AD4000,AD4000,AD400080,80,2484,7,13,0.344828,1.1859,0,2.487994,11.827309,3.1,13.166,0.000154,0.908478,83,0,0,1
BW320i,BW320i,BW320i81,81,2485,8,13,0.404,1.1072,1,2.006446,13.343373,2.5,34.619,0.000406,0.908478,83,0,0,1
BW528e,BW528e,BW528e82,82,2486,8,13,0.409753,1.2663,1,1.765673,24.081325,2.2,16.004,0.000188,0.908478,83,0,0,1
BW733i,BW733i,BW733i81,81,2487,8,13,0.526163,1.4058,0,1.524899,34.437751,1.9,6.007,0.00007,0.908478,83,0,0,1
BW633c,BW633c,BW633c81,81,2488,8,13,0.540299,1.3192,1,1.524899,39.36747,1.9,2.613,0.000031,0.908478,83,0,0,1
DTSENT,DTSENT,DTSENT83,83,2489,2,13,0.362162,1.0752,0,3.210314,4.968876,4,209.889,0.002461,0.908478,83,0,1,0
DTPULS,DTPULS,DTPULS83,83,2491,2,13,0.364116,1.0368,0,2.809025,6.324297,3.5,13.524,0.000159,0.908478,83,0,1,0
DTSTAN,DTSTAN,DTSTAN82,82,2492,2,13,0.397291,1.1286,0,2.487994,7.227912,3.1,64.429,0.000755,0.908478,83,0,1,0
DT200S,DT200S,DT200S81,81,2493,2,13,0.394584,1.1859,0,2.166962,8.031124,2.7,31.158,0.000365,0.908478,83,0,1,0
DTMAXI,DTMAXI,DTMAXI83,83,2494,2,13,0.416667,1.2144,1,1.765673,11.093373,2.2,76.209,0.000894,0.908478,83,0,1,0
DT280Z,DT280Z,DT280Z81,81,2496,2,13,0.605653,1.1658,0,1.605157,17.669679,2,71.144,0.000834,0.908478,83,0,1,0
HD1300,HD1300,HD130082,82,2497,3,13,0.34969,0.9387,0,3.130056,4.918675,3.9,137.747,0.001615,0.908478,83,0,1,0
HDACCO,HDACCO,HDACCO76,76,2500,3,13,0.356803,1.0956,0,2.568251,7.529116,3.2,221.8,0.002601,0.908478,83,0,1,0
HDPREL,HDPREL,HDPREL83,83,2501,3,13,0.454545,1.139,0,2.086704,9.683735,2.6,41.188,0.000483,0.908478,83,0,1,0
MZGLC,MZGLC,MZGLC79,79,2502,4,13,0.351421,1.024,0,2.728767,6.27008,3.4,51.601,0.000605,0.908478,83,0,1,0
MZ626,MZ626,MZ62683,83,2504,4,13,0.344398,1.1926,0,2.327478,7.826305,2.9,69.561,0.000816,0.908478,83,0,1,0
MB240D,MB240D,MB240D74,74,2506,9,13,0.212361,1.3561,1,2.24722,23.895582,2.8,9.728,0.000114,0.908478,83,0,0,1
MB300D,MB300D,MB300D75,75,2507,9,13,0.223188,1.3561,1,2.327478,31.09739,2.9,42.765,0.000501,0.908478,83,0,0,1
MB380S,MB380S,MB380S82,82,2511,9,13,0.425824,1.5048,1,1.364384,48.062249,1.7,5.807,0.000068,0.908478,83,0,0,1
MB380S,MB380S,MB380S83,83,2512,9,13,0.442225,1.2993,1,1.364384,43.202811,1.7,9.255,0.000109,0.908478,83,0,0,1
PG505,PG505,PG50580,80,2514,14,13,0.321192,1.2903,0,1.765673,11.912651,2.2,14.791,0.000173,0.908478,83,0,0,1
PG604T,PG604T,PG604T82,82,2517,14,13,0.228571,1.351,0,1.765673,19.859438,2.2,0.45,0.000005,0.908478,83,0,0,1
PS944,PS944,PS94483,83,2518,12,13,0.534579,1.173,1,1.765673,19.056225,2.2,20.743,0.000243,0.908478,83,0,0,1
RNLECA,RNLECA,RNLECA80,80,2521,24,13,0.28022,0.858,0,2.648509,4.814257,3.3,11.148,0.000131,0.908478,83,0,0,1
RN18i,RN18i,RN18i81,81,2522,24,13,0.362351,1.1993,0,2.166962,8.428715,2.7,6.053,0.000071,0.908478,83,0,0,1
RNFUEG,RNFUEG,RNFUEG83,83,2524,24,13,0.382514,1.1859,0,2.086704,8.72992,2.6,16.028,0.000188,0.908478,83,0,0,1
SA900,SA900,SA90081,81,2525,11,13,0.416667,1.2596,0,1.845931,11.094378,2.3,13.716,0.000161,0.908478,83,0,0,1
SBSTD,SBSTD,SBSTD81,81,2526,5,13,0.336585,0.9577,0,2.568251,4.948795,3.2,150.943,0.00177,0.908478,83,0,1,0
TYSTAR,TYSTAR,TYSTAR83,83,2528,1,13,0.330484,0.924,0,3.531346,5.821285,4.4,6.717,0.000079,0.908478,83,0,1,0
TYTERC,TYTERC,TYTERC81,81,2529,1,13,0.312343,1.0176,0,3.130056,5.018072,3.9,147.971,0.001735,0.908478,83,0,1,0
TYCORO,TYCORO,TYCORO83,83,2531,1,13,0.330813,1.0688,0,2.889283,6.162651,3.6,143.43,0.001682,0.908478,83,0,1,0
TYCELI,TYCELI,TYCELI71,71,2533,1,13,0.420673,1.2036,0,2.086704,7.328313,2.6,117.836,0.001382,0.908478,83,0,1,0
TYCAMR,TYCAMR,TYCAMR83,83,2534,1,13,0.395529,1.1792,0,2.568251,7.829317,3.2,52.666,0.000617,0.908478,83,0,1,0
TYCRES,TYCRES,TYCRES83,83,2535,1,13,0.476985,1.2395,1,1.685415,13.623494,2.1,39.755,0.000466,0.908478,83,0,1,0
TYSUPR,TYSUPR,TYSUPR82,82,2537,1,13,0.505051,1.2512,0,1.685415,14.204819,2.1,26.972,0.000316,0.908478,83,0,1,0
VWRABB,VWRABB,VWRABB81,81,2538,7,13,0.393617,0.9984,0,2.568251,6.651606,3.2,9.542,0.000112,0.908478,83,0,0,1
VWJETT,VWJETT,VWJETT81,81,2540,7,13,0.348728,1.0752,0,2.407736,8.242972,3,21.736,0.000255,0.908478,83,0,0,1
VWSCIR,VWSCIR,VWSCIR76,76,2542,7,13,0.364712,1.0624,0,2.327478,10.190763,2.9,13.654,0.00016,0.908478,83,0,0,1
VWQUAN,VWQUAN,VWQUAN83,83,2543,7,13,0.345794,1.1993,0,2.327478,11.325301,2.9,16.343,0.000192,0.908478,83,0,0,1
VVDL,VVDL,VVDL81,81,2547,6,13,0.365687,1.2852,0,2.006446,10.692771,2.5,60.932,0.000714,0.908478,83,0,0,1
VVTURB,VVTURB,VVTURB83,83,2551,6,13,0.412338,1.2852,0,1.605157,16.425703,2,13.198,0.000155,0.908478,83,0,0,1
VV760G,VV760G,VV760G83,83,2553,6,13,0.436095,1.3041,0,1.605157,18.860442,2,8.964,0.000105,0.908478,83,0,0,1
AMENCO,AMENCO,AMENCO84,84,3000,15,14,0.288557,1.0439,0,2.657508,5.53898,3.1,69.235,0.000798,0.888114,84,1,0,0
AMALLI,AMALLI,AMALLI84,84,3001,15,14,0.294416,1.0647,0,2.657508,5.735322,3.1,100.366,0.001156,0.888114,84,1,0,0
AMEAGL,AMEAGL,AMEAGL84,84,3002,15,14,0.274977,1.307907,0,2.057426,9.138595,2.4,20.654,0.000238,0.888114,84,1,0,0
BKSKYH,BKSKYH,BKSKYH82,82,3006,19,14,0.353038,1.08686,0,2.40033,7.076997,2.8,121.858,0.001404,0.888114,84,1,0,0
BKSKYL,BKSKYL,BKSKYL80,80,3008,19,14,0.359094,1.247779,0,2.143152,7.426372,2.5,104.589,0.001205,0.888114,84,1,0,0
BKCENT,BKCENT,BKCENT82,82,3010,19,14,0.336012,1.280207,0,2.143152,8.934552,2.5,217.042,0.002501,0.888114,84,1,0,0
BKREGA,BKREGA,BKREGA84,84,3014,19,14,0.388319,1.436296,0,1.800248,9.317613,2.1,182.185,0.002099,0.888114,84,1,0,0
BKLESA,BKLESA,BKLESA84,84,3015,19,14,0.3037,1.664208,0,1.628795,9.759384,1.9,164.314,0.001893,0.888114,84,1,0,0
BKELEC,BKELEC,BKELEC84,84,3017,19,14,0.324338,1.423254,1,1.457343,12.843118,1.7,84.414,0.000973,0.888114,84,1,0,0
BKRIVI,BKRIVI,BKRIVI84,84,3019,19,14,0.339766,1.47719,1,1.371617,15.379211,1.6,53.398,0.000615,0.888114,84,1,0,0
CDCIMA,CDCIMA,CDCIMA84,84,3021,19,14,0.340689,1.12515,1,2.314604,12.14052,2.7,18.014,0.000208,0.888114,84,1,0,0
CDSEVI,CDSEVI,CDSEVI82,82,3022,19,14,0.35489,1.452032,1,1.543069,21.624639,1.8,35.349,0.000407,0.888114,84,1,0,0
CDDEVI,CDDEVI,CDDEVI82,82,3023,19,14,0.339111,1.66634,1,1.457343,16.963426,1.7,195.177,0.002249,0.888114,84,1,0,0
CDELDO,CDELDO,CDELDO84,84,3024,19,14,0.361543,1.44377,1,1.543069,19.578441,1.8,70.577,0.000813,0.888114,84,1,0,0
CVCHEV,CVCHEV,CVCHEV79,79,3026,19,14,0.280052,1.019082,0,2.657508,5.13282,3.1,164.917,0.0019,0.888114,84,1,0,0
CVCAVA,CVCAVA,CVCAVA84,84,3027,19,14,0.368818,1.155609,0,2.40033,5.98845,2.8,377.446,0.004349,0.888114,84,1,0,0
CVCITA,CVCITA,CVCITA80,80,3029,19,14,0.367119,1.206861,0,2.314604,6.781521,2.7,92.174,0.001062,0.888114,84,1,0,0
CVCELE,CVCELE,CVCELE84,84,3031,19,14,0.340363,1.323,0,2.143152,7.59384,2.5,322.198,0.003712,0.888114,84,1,0,0
CVCAMA,CVCAMA,CVCAMA75,75,3035,19,14,0.371141,1.367184,0,1.714521,7.935515,2,202.172,0.002329,0.888114,84,1,0,0
CVMONT,CVMONT,CVMONT84,84,3037,19,14,0.346348,1.438872,0,1.714521,8.600577,2,115.93,0.001336,0.888114,84,1,0,0
